,Town_Code,Year,_2010_Census_Units,Government_Assisted,Tenant_Rental_Assistance,_Single_Family_CHFA_USDA_Mortgages,Deed_Restricted_Units,Total_Assisted_Units,prediction
185,0,0,0,2,0,2,1,2,2
186,0,0,0,2,0,2,2,0,2
187,0,0,0,2,0,2,2,1,2
188,0,0,0,2,0,2,2,2,2
189,0,0,0,2,1,0,0,0,4
190,0,0,0,2,1,0,0,1,2
191,0,0,0,2,1,0,0,2,2
192,0,0,0,2,1,0,1,0,4
193,0,0,0,2,1,0,1,1,4
194,0,0,0,2,1,0,1,2,2
195,0,0,0,2,1,0,2,0,4
196,0,0,0,2,1,0,2,1,4
197,0,0,0,2,1,0,2,2,2
198,0,0,0,2,1,1,0,0,2
199,0,0,0,2,1,1,0,1,2
200,0,0,0,2,1,1,0,2,2
201,0,0,0,2,1,1,1,0,2
202,0,0,0,2,1,1,1,1,2
203,0,0,0,2,1,1,1,2,2
204,0,0,0,2,1,1,2,0,4
205,0,0,0,2,1,1,2,1,2
206,0,0,0,2,1,1,2,2,2
207,0,0,0,2,1,2,0,0,2
208,0,0,0,2,1,2,0,1,2
209,0,0,0,2,1,2,0,2,2
210,0,0,0,2,1,2,1,0,2
211,0,0,0,2,1,2,1,1,2
212,0,0,0,2,1,2,1,2,2
213,0,0,0,2,1,2,2,0,2
214,0,0,0,2,1,2,2,1,2
215,0,0,0,2,1,2,2,2,2
216,0,0,0,2,2,0,0,0,4
217,0,0,0,2,2,0,0,1,2
218,0,0,0,2,2,0,0,2,2
219,0,0,0,2,2,0,1,0,4
220,0,0,0,2,2,0,1,1,2
221,0,0,0,2,2,0,1,2,2
222,0,0,0,2,2,0,2,0,4
223,0,0,0,2,2,0,2,1,2
224,0,0,0,2,2,0,2,2,2
225,0,0,0,2,2,1,0,0,2
226,0,0,0,2,2,1,0,1,2
227,0,0,0,2,2,1,0,2,2
228,0,0,0,2,2,1,1,0,2
229,0,0,0,2,2,1,1,1,2
230,0,0,0,2,2,1,1,2,2
231,0,0,0,2,2,1,2,0,2
232,0,0,0,2,2,1,2,1,2
233,0,0,0,2,2,1,2,2,2
234,0,0,0,2,2,2,0,0,2
235,0,0,0,2,2,2,0,1,2
236,0,0,0,2,2,2,0,2,2
237,0,0,0,2,2,2,1,0,2
238,0,0,0,2,2,2,1,1,2
239,0,0,0,2,2,2,1,2,2
240,0,0,0,2,2,2,2,0,2
241,0,0,0,2,2,2,2,1,2
242,0,0,0,2,2,2,2,2,2
243,0,0,1,0,0,0,0,0,3
244,0,0,1,0,0,0,0,1,3
245,0,0,1,0,0,0,0,2,3
246,0,0,1,0,0,0,1,0,3
247,0,0,1,0,0,0,1,1,3
248,0,0,1,0,0,0,1,2,3
249,0,0,1,0,0,0,2,0,3
250,0,0,1,0,0,0,2,1,3
251,0,0,1,0,0,0,2,2,3
252,0,0,1,0,0,1,0,0,0
253,0,0,1,0,0,1,0,1,0
254,0,0,1,0,0,1,0,2,0
255,0,0,1,0,0,1,1,0,0
256,0,0,1,0,0,1,1,1,0
257,0,0,1,0,0,1,1,2,0
258,0,0,1,0,0,1,2,0,0
259,0,0,1,0,0,1,2,1,0
260,0,0,1,0,0,1,2,2,0
261,0,0,1,0,0,2,0,0,0
262,0,0,1,0,0,2,0,1,0
263,0,0,1,0,0,2,0,2,0
264,0,0,1,0,0,2,1,0,0
265,0,0,1,0,0,2,1,1,0
266,0,0,1,0,0,2,1,2,0
267,0,0,1,0,0,2,2,0,0
268,0,0,1,0,0,2,2,1,0
269,0,0,1,0,0,2,2,2,0
270,0,0,1,0,1,0,0,0,2
271,0,0,1,0,1,0,0,1,2
272,0,0,1,0,1,0,0,2,2
273,0,0,1,0,1,0,1,0,2
274,0,0,1,0,1,0,1,1,2
275,0,0,1,0,1,0,1,2,2
276,0,0,1,0,1,0,2,0,2
277,0,0,1,0,1,0,2,1,2
278,0,0,1,0,1,0,2,2,0
279,0,0,1,0,1,1,0,0,2
280,0,0,1,0,1,1,0,1,2
281,0,0,1,0,1,1,0,2,2
282,0,0,1,0,1,1,1,0,2
283,0,0,1,0,1,1,1,1,2
284,0,0,1,0,1,1,1,2,2
285,0,0,1,0,1,1,2,0,2
286,0,0,1,0,1,1,2,1,2
287,0,0,1,0,1,1,2,2,2
288,0,0,1,0,1,2,0,0,2
289,0,0,1,0,1,2,0,1,2
290,0,0,1,0,1,2,0,2,2
291,0,0,1,0,1,2,1,0,2
292,0,0,1,0,1,2,1,1,2
293,0,0,1,0,1,2,1,2,2
294,0,0,1,0,1,2,2,0,2
295,0,0,1,0,1,2,2,1,2
296,0,0,1,0,1,2,2,2,2
297,0,0,1,0,2,0,0,0,2
298,0,0,1,0,2,0,0,1,2
299,0,0,1,0,2,0,0,2,2
300,0,0,1,0,2,0,1,0,2
301,0,0,1,0,2,0,1,1,2
302,0,0,1,0,2,0,1,2,2
303,0,0,1,0,2,0,2,0,2
304,0,0,1,0,2,0,2,1,2
305,0,0,1,0,2,0,2,2,2
306,0,0,1,0,2,1,0,0,2
307,0,0,1,0,2,1,0,1,2
308,0,0,1,0,2,1,0,2,2
309,0,0,1,0,2,1,1,0,2
310,0,0,1,0,2,1,1,1,2
311,0,0,1,0,2,1,1,2,2
312,0,0,1,0,2,1,2,0,2
313,0,0,1,0,2,1,2,1,2
314,0,0,1,0,2,1,2,2,2
315,0,0,1,0,2,2,0,0,2
316,0,0,1,0,2,2,0,1,2
317,0,0,1,0,2,2,0,2,2
318,0,0,1,0,2,2,1,0,2
319,0,0,1,0,2,2,1,1,2
320,0,0,1,0,2,2,1,2,2
321,0,0,1,0,2,2,2,0,2
322,0,0,1,0,2,2,2,1,2
323,0,0,1,0,2,2,2,2,2
324,0,0,1,1,0,0,0,0,2
325,0,0,1,1,0,0,0,1,2
326,0,0,1,1,0,0,0,2,2
327,0,0,1,1,0,0,1,0,2
328,0,0,1,1,0,0,1,1,2
329,0,0,1,1,0,0,1,2,2
330,0,0,1,1,0,0,2,0,2
331,0,0,1,1,0,0,2,1,2
332,0,0,1,1,0,0,2,2,2
333,0,0,1,1,0,1,0,0,2
334,0,0,1,1,0,1,0,1,2
335,0,0,1,1,0,1,0,2,2
336,0,0,1,1,0,1,1,0,2
337,0,0,1,1,0,1,1,1,2
338,0,0,1,1,0,1,1,2,2
339,0,0,1,1,0,1,2,0,2
340,0,0,1,1,0,1,2,1,2
341,0,0,1,1,0,1,2,2,2
342,0,0,1,1,0,2,0,0,2
343,0,0,1,1,0,2,0,1,2
344,0,0,1,1,0,2,0,2,2
345,0,0,1,1,0,2,1,0,2
346,0,0,1,1,0,2,1,1,2
347,0,0,1,1,0,2,1,2,2
348,0,0,1,1,0,2,2,0,2
349,0,0,1,1,0,2,2,1,2
350,0,0,1,1,0,2,2,2,2
351,0,0,1,1,1,0,0,0,2
352,0,0,1,1,1,0,0,1,2
353,0,0,1,1,1,0,0,2,2
354,0,0,1,1,1,0,1,0,2
355,0,0,1,1,1,0,1,1,2
356,0,0,1,1,1,0,1,2,2
357,0,0,1,1,1,0,2,0,2
358,0,0,1,1,1,0,2,1,2
359,0,0,1,1,1,0,2,2,2
360,0,0,1,1,1,1,0,0,2
361,0,0,1,1,1,1,0,1,2
362,0,0,1,1,1,1,0,2,2
363,0,0,1,1,1,1,1,0,2
364,0,0,1,1,1,1,1,1,2
365,0,0,1,1,1,1,1,2,2
366,0,0,1,1,1,1,2,0,2
367,0,0,1,1,1,1,2,1,2
368,0,0,1,1,1,1,2,2,2
369,0,0,1,1,1,2,0,0,2
370,0,0,1,1,1,2,0,1,2
371,0,0,1,1,1,2,0,2,2
372,0,0,1,1,1,2,1,0,2
373,0,0,1,1,1,2,1,1,2
374,0,0,1,1,1,2,1,2,2
375,0,0,1,1,1,2,2,0,2
376,0,0,1,1,1,2,2,1,2
377,0,0,1,1,1,2,2,2,2
378,0,0,1,1,2,0,0,0,2
379,0,0,1,1,2,0,0,1,2
380,0,0,1,1,2,0,0,2,2
381,0,0,1,1,2,0,1,0,2
382,0,0,1,1,2,0,1,1,2
383,0,0,1,1,2,0,1,2,2
384,0,0,1,1,2,0,2,0,2
385,0,0,1,1,2,0,2,1,2
386,0,0,1,1,2,0,2,2,2
387,0,0,1,1,2,1,0,0,2
388,0,0,1,1,2,1,0,1,2
389,0,0,1,1,2,1,0,2,2
390,0,0,1,1,2,1,1,0,2
391,0,0,1,1,2,1,1,1,2
392,0,0,1,1,2,1,1,2,2
393,0,0,1,1,2,1,2,0,2
394,0,0,1,1,2,1,2,1,2
395,0,0,1,1,2,1,2,2,2
396,0,0,1,1,2,2,0,0,2
397,0,0,1,1,2,2,0,1,2
398,0,0,1,1,2,2,0,2,2
399,0,0,1,1,2,2,1,0,2
400,0,0,1,1,2,2,1,1,2
401,0,0,1,1,2,2,1,2,2
402,0,0,1,1,2,2,2,0,2
403,0,0,1,1,2,2,2,1,2
404,0,0,1,1,2,2,2,2,2
405,0,0,1,2,0,0,0,0,4
406,0,0,1,2,0,0,0,1,4
407,0,0,1,2,0,0,0,2,4
408,0,0,1,2,0,0,1,0,4
409,0,0,1,2,0,0,1,1,4
410,0,0,1,2,0,0,1,2,4
411,0,0,1,2,0,0,2,0,4
412,0,0,1,2,0,0,2,1,4
413,0,0,1,2,0,0,2,2,4
414,0,0,1,2,0,1,0,0,4
415,0,0,1,2,0,1,0,1,4
416,0,0,1,2,0,1,0,2,2
417,0,0,1,2,0,1,1,0,4
418,0,0,1,2,0,1,1,1,4
419,0,0,1,2,0,1,1,2,2
420,0,0,1,2,0,1,2,0,4
421,0,0,1,2,0,1,2,1,4
422,0,0,1,2,0,1,2,2,2
423,0,0,1,2,0,2,0,0,4
424,0,0,1,2,0,2,0,1,2
425,0,0,1,2,0,2,0,2,2
426,0,0,1,2,0,2,1,0,4
427,0,0,1,2,0,2,1,1,2
428,0,0,1,2,0,2,1,2,2
429,0,0,1,2,0,2,2,0,4
430,0,0,1,2,0,2,2,1,2
431,0,0,1,2,0,2,2,2,2
432,0,0,1,2,1,0,0,0,4
433,0,0,1,2,1,0,0,1,4
434,0,0,1,2,1,0,0,2,2
435,0,0,1,2,1,0,1,0,4
436,0,0,1,2,1,0,1,1,4
437,0,0,1,2,1,0,1,2,2
438,0,0,1,2,1,0,2,0,4
439,0,0,1,2,1,0,2,1,4
440,0,0,1,2,1,0,2,2,4
441,0,0,1,2,1,1,0,0,4
442,0,0,1,2,1,1,0,1,2
443,0,0,1,2,1,1,0,2,2
444,0,0,1,2,1,1,1,0,4
445,0,0,1,2,1,1,1,1,2
446,0,0,1,2,1,1,1,2,2
447,0,0,1,2,1,1,2,0,4
448,0,0,1,2,1,1,2,1,4
449,0,0,1,2,1,1,2,2,2
450,0,0,1,2,1,2,0,0,2
451,0,0,1,2,1,2,0,1,2
452,0,0,1,2,1,2,0,2,2
453,0,0,1,2,1,2,1,0,2
454,0,0,1,2,1,2,1,1,2
455,0,0,1,2,1,2,1,2,2
456,0,0,1,2,1,2,2,0,4
457,0,0,1,2,1,2,2,1,2
458,0,0,1,2,1,2,2,2,2
459,0,0,1,2,2,0,0,0,4
460,0,0,1,2,2,0,0,1,4
461,0,0,1,2,2,0,0,2,2
462,0,0,1,2,2,0,1,0,4
463,0,0,1,2,2,0,1,1,4
464,0,0,1,2,2,0,1,2,2
465,0,0,1,2,2,0,2,0,4
466,0,0,1,2,2,0,2,1,4
467,0,0,1,2,2,0,2,2,2
468,0,0,1,2,2,1,0,0,4
469,0,0,1,2,2,1,0,1,2
470,0,0,1,2,2,1,0,2,2
471,0,0,1,2,2,1,1,0,4
472,0,0,1,2,2,1,1,1,2
473,0,0,1,2,2,1,1,2,2
474,0,0,1,2,2,1,2,0,4
475,0,0,1,2,2,1,2,1,2
476,0,0,1,2,2,1,2,2,2
477,0,0,1,2,2,2,0,0,2
478,0,0,1,2,2,2,0,1,2
479,0,0,1,2,2,2,0,2,2
480,0,0,1,2,2,2,1,0,2
481,0,0,1,2,2,2,1,1,2
482,0,0,1,2,2,2,1,2,2
483,0,0,1,2,2,2,2,0,2
484,0,0,1,2,2,2,2,1,2
485,0,0,1,2,2,2,2,2,2
486,0,0,2,0,0,0,0,0,3
487,0,0,2,0,0,0,0,1,3
488,0,0,2,0,0,0,0,2,3
489,0,0,2,0,0,0,1,0,3
490,0,0,2,0,0,0,1,1,3
491,0,0,2,0,0,0,1,2,3
492,0,0,2,0,0,0,2,0,3
493,0,0,2,0,0,0,2,1,3
494,0,0,2,0,0,0,2,2,3
495,0,0,2,0,0,1,0,0,0
496,0,0,2,0,0,1,0,1,0
497,0,0,2,0,0,1,0,2,0
498,0,0,2,0,0,1,1,0,0
499,0,0,2,0,0,1,1,1,0
500,0,0,2,0,0,1,1,2,0
501,0,0,2,0,0,1,2,0,0
502,0,0,2,0,0,1,2,1,0
503,0,0,2,0,0,1,2,2,0
504,0,0,2,0,0,2,0,0,0
505,0,0,2,0,0,2,0,1,0
506,0,0,2,0,0,2,0,2,0
507,0,0,2,0,0,2,1,0,0
508,0,0,2,0,0,2,1,1,0
509,0,0,2,0,0,2,1,2,0
510,0,0,2,0,0,2,2,0,0
511,0,0,2,0,0,2,2,1,0
512,0,0,2,0,0,2,2,2,0
513,0,0,2,0,1,0,0,0,2
514,0,0,2,0,1,0,0,1,2
515,0,0,2,0,1,0,0,2,0
516,0,0,2,0,1,0,1,0,2
517,0,0,2,0,1,0,1,1,2
518,0,0,2,0,1,0,1,2,0
519,0,0,2,0,1,0,2,0,2
520,0,0,2,0,1,0,2,1,0
521,0,0,2,0,1,0,2,2,0
522,0,0,2,0,1,1,0,0,2
523,0,0,2,0,1,1,0,1,2
524,0,0,2,0,1,1,0,2,0
525,0,0,2,0,1,1,1,0,2
526,0,0,2,0,1,1,1,1,2
527,0,0,2,0,1,1,1,2,0
528,0,0,2,0,1,1,2,0,2
529,0,0,2,0,1,1,2,1,2
530,0,0,2,0,1,1,2,2,0
531,0,0,2,0,1,2,0,0,2
532,0,0,2,0,1,2,0,1,2
533,0,0,2,0,1,2,0,2,2
534,0,0,2,0,1,2,1,0,2
535,0,0,2,0,1,2,1,1,2
536,0,0,2,0,1,2,1,2,0
537,0,0,2,0,1,2,2,0,2
538,0,0,2,0,1,2,2,1,2
539,0,0,2,0,1,2,2,2,0
540,0,0,2,0,2,0,0,0,2
541,0,0,2,0,2,0,0,1,2
542,0,0,2,0,2,0,0,2,2
543,0,0,2,0,2,0,1,0,2
544,0,0,2,0,2,0,1,1,2
545,0,0,2,0,2,0,1,2,2
546,0,0,2,0,2,0,2,0,2
547,0,0,2,0,2,0,2,1,2
548,0,0,2,0,2,0,2,2,2
549,0,0,2,0,2,1,0,0,2
550,0,0,2,0,2,1,0,1,2
551,0,0,2,0,2,1,0,2,2
552,0,0,2,0,2,1,1,0,2
553,0,0,2,0,2,1,1,1,2
554,0,0,2,0,2,1,1,2,2
555,0,0,2,0,2,1,2,0,2
556,0,0,2,0,2,1,2,1,2
557,0,0,2,0,2,1,2,2,2
558,0,0,2,0,2,2,0,0,2
559,0,0,2,0,2,2,0,1,2
560,0,0,2,0,2,2,0,2,2
561,0,0,2,0,2,2,1,0,2
562,0,0,2,0,2,2,1,1,2
563,0,0,2,0,2,2,1,2,2
564,0,0,2,0,2,2,2,0,2
565,0,0,2,0,2,2,2,1,2
566,0,0,2,0,2,2,2,2,2
567,0,0,2,1,0,0,0,0,4
568,0,0,2,1,0,0,0,1,2
569,0,0,2,1,0,0,0,2,2
570,0,0,2,1,0,0,1,0,4
571,0,0,2,1,0,0,1,1,2
572,0,0,2,1,0,0,1,2,2
573,0,0,2,1,0,0,2,0,4
574,0,0,2,1,0,0,2,1,2
575,0,0,2,1,0,0,2,2,2
576,0,0,2,1,0,1,0,0,2
577,0,0,2,1,0,1,0,1,2
578,0,0,2,1,0,1,0,2,2
579,0,0,2,1,0,1,1,0,2
580,0,0,2,1,0,1,1,1,2
581,0,0,2,1,0,1,1,2,2
582,0,0,2,1,0,1,2,0,2
583,0,0,2,1,0,1,2,1,2
584,0,0,2,1,0,1,2,2,2
585,0,0,2,1,0,2,0,0,2
586,0,0,2,1,0,2,0,1,2
587,0,0,2,1,0,2,0,2,2
588,0,0,2,1,0,2,1,0,2
589,0,0,2,1,0,2,1,1,2
590,0,0,2,1,0,2,1,2,2
591,0,0,2,1,0,2,2,0,2
592,0,0,2,1,0,2,2,1,2
593,0,0,2,1,0,2,2,2,2
594,0,0,2,1,1,0,0,0,2
595,0,0,2,1,1,0,0,1,2
596,0,0,2,1,1,0,0,2,2
597,0,0,2,1,1,0,1,0,2
598,0,0,2,1,1,0,1,1,2
599,0,0,2,1,1,0,1,2,2
600,0,0,2,1,1,0,2,0,2
601,0,0,2,1,1,0,2,1,2
602,0,0,2,1,1,0,2,2,2
603,0,0,2,1,1,1,0,0,2
604,0,0,2,1,1,1,0,1,2
605,0,0,2,1,1,1,0,2,2
606,0,0,2,1,1,1,1,0,2
607,0,0,2,1,1,1,1,1,2
608,0,0,2,1,1,1,1,2,2
609,0,0,2,1,1,1,2,0,2
610,0,0,2,1,1,1,2,1,2
611,0,0,2,1,1,1,2,2,2
612,0,0,2,1,1,2,0,0,2
613,0,0,2,1,1,2,0,1,2
614,0,0,2,1,1,2,0,2,2
615,0,0,2,1,1,2,1,0,2
616,0,0,2,1,1,2,1,1,2
617,0,0,2,1,1,2,1,2,2
618,0,0,2,1,1,2,2,0,2
619,0,0,2,1,1,2,2,1,2
620,0,0,2,1,1,2,2,2,2
621,0,0,2,1,2,0,0,0,2
622,0,0,2,1,2,0,0,1,2
623,0,0,2,1,2,0,0,2,2
624,0,0,2,1,2,0,1,0,2
625,0,0,2,1,2,0,1,1,2
626,0,0,2,1,2,0,1,2,2
627,0,0,2,1,2,0,2,0,2
628,0,0,2,1,2,0,2,1,2
629,0,0,2,1,2,0,2,2,2
630,0,0,2,1,2,1,0,0,2
631,0,0,2,1,2,1,0,1,2
632,0,0,2,1,2,1,0,2,2
633,0,0,2,1,2,1,1,0,2
634,0,0,2,1,2,1,1,1,2
635,0,0,2,1,2,1,1,2,2
636,0,0,2,1,2,1,2,0,2
637,0,0,2,1,2,1,2,1,2
638,0,0,2,1,2,1,2,2,2
639,0,0,2,1,2,2,0,0,2
640,0,0,2,1,2,2,0,1,2
641,0,0,2,1,2,2,0,2,2
642,0,0,2,1,2,2,1,0,2
643,0,0,2,1,2,2,1,1,2
644,0,0,2,1,2,2,1,2,2
645,0,0,2,1,2,2,2,0,2
646,0,0,2,1,2,2,2,1,2
647,0,0,2,1,2,2,2,2,2
648,0,0,2,2,0,0,0,0,4
649,0,0,2,2,0,0,0,1,4
650,0,0,2,2,0,0,0,2,4
651,0,0,2,2,0,0,1,0,4
652,0,0,2,2,0,0,1,1,4
653,0,0,2,2,0,0,1,2,4
654,0,0,2,2,0,0,2,0,4
655,0,0,2,2,0,0,2,1,4
656,0,0,2,2,0,0,2,2,4
657,0,0,2,2,0,1,0,0,4
658,0,0,2,2,0,1,0,1,4
659,0,0,2,2,0,1,0,2,4
660,0,0,2,2,0,1,1,0,4
661,0,0,2,2,0,1,1,1,4
662,0,0,2,2,0,1,1,2,4
663,0,0,2,2,0,1,2,0,4
664,0,0,2,2,0,1,2,1,4
665,0,0,2,2,0,1,2,2,4
666,0,0,2,2,0,2,0,0,4
667,0,0,2,2,0,2,0,1,4
668,0,0,2,2,0,2,0,2,2
669,0,0,2,2,0,2,1,0,4
670,0,0,2,2,0,2,1,1,4
671,0,0,2,2,0,2,1,2,2
672,0,0,2,2,0,2,2,0,4
673,0,0,2,2,0,2,2,1,4
674,0,0,2,2,0,2,2,2,2
675,0,0,2,2,1,0,0,0,4
676,0,0,2,2,1,0,0,1,4
