,Town_Code,Year,_2010_Census_Units,Government_Assisted,Tenant_Rental_Assistance,_Single_Family_CHFA_USDA_Mortgages,Deed_Restricted_Units,Total_Assisted_Units,prediction
677,0,0,2,2,1,0,0,2,4
678,0,0,2,2,1,0,1,0,4
679,0,0,2,2,1,0,1,1,4
680,0,0,2,2,1,0,1,2,4
681,0,0,2,2,1,0,2,0,4
682,0,0,2,2,1,0,2,1,4
683,0,0,2,2,1,0,2,2,4
684,0,0,2,2,1,1,0,0,4
685,0,0,2,2,1,1,0,1,4
686,0,0,2,2,1,1,0,2,2
687,0,0,2,2,1,1,1,0,4
688,0,0,2,2,1,1,1,1,4
689,0,0,2,2,1,1,1,2,2
690,0,0,2,2,1,1,2,0,4
691,0,0,2,2,1,1,2,1,4
692,0,0,2,2,1,1,2,2,4
693,0,0,2,2,1,2,0,0,4
694,0,0,2,2,1,2,0,1,2
695,0,0,2,2,1,2,0,2,2
696,0,0,2,2,1,2,1,0,4
697,0,0,2,2,1,2,1,1,2
698,0,0,2,2,1,2,1,2,2
699,0,0,2,2,1,2,2,0,4
700,0,0,2,2,1,2,2,1,2
701,0,0,2,2,1,2,2,2,2
702,0,0,2,2,2,0,0,0,4
703,0,0,2,2,2,0,0,1,4
704,0,0,2,2,2,0,0,2,4
705,0,0,2,2,2,0,1,0,4
706,0,0,2,2,2,0,1,1,4
707,0,0,2,2,2,0,1,2,4
708,0,0,2,2,2,0,2,0,4
709,0,0,2,2,2,0,2,1,4
710,0,0,2,2,2,0,2,2,4
711,0,0,2,2,2,1,0,0,4
712,0,0,2,2,2,1,0,1,4
713,0,0,2,2,2,1,0,2,2
714,0,0,2,2,2,1,1,0,4
715,0,0,2,2,2,1,1,1,4
716,0,0,2,2,2,1,1,2,2
717,0,0,2,2,2,1,2,0,4
718,0,0,2,2,2,1,2,1,4
719,0,0,2,2,2,1,2,2,2
720,0,0,2,2,2,2,0,0,4
721,0,0,2,2,2,2,0,1,2
722,0,0,2,2,2,2,0,2,2
723,0,0,2,2,2,2,1,0,4
724,0,0,2,2,2,2,1,1,2
725,0,0,2,2,2,2,1,2,2
726,0,0,2,2,2,2,2,0,4
727,0,0,2,2,2,2,2,1,2
728,0,0,2,2,2,2,2,2,2
729,0,1,0,0,0,0,0,0,3
730,0,1,0,0,0,0,0,1,3
731,0,1,0,0,0,0,0,2,3
732,0,1,0,0,0,0,1,0,3
733,0,1,0,0,0,0,1,1,3
734,0,1,0,0,0,0,1,2,3
735,0,1,0,0,0,0,2,0,3
736,0,1,0,0,0,0,2,1,3
737,0,1,0,0,0,0,2,2,3
738,0,1,0,0,0,1,0,0,0
739,0,1,0,0,0,1,0,1,0
740,0,1,0,0,0,1,0,2,0
741,0,1,0,0,0,1,1,0,0
742,0,1,0,0,0,1,1,1,0
743,0,1,0,0,0,1,1,2,0
744,0,1,0,0,0,1,2,0,0
745,0,1,0,0,0,1,2,1,0
746,0,1,0,0,0,1,2,2,0
747,0,1,0,0,0,2,0,0,0
748,0,1,0,0,0,2,0,1,0
749,0,1,0,0,0,2,0,2,0
750,0,1,0,0,0,2,1,0,0
751,0,1,0,0,0,2,1,1,0
752,0,1,0,0,0,2,1,2,0
753,0,1,0,0,0,2,2,0,0
754,0,1,0,0,0,2,2,1,0
755,0,1,0,0,0,2,2,2,0
756,0,1,0,0,1,0,0,0,2
757,0,1,0,0,1,0,0,1,2
758,0,1,0,0,1,0,0,2,2
759,0,1,0,0,1,0,1,0,2
760,0,1,0,0,1,0,1,1,2
761,0,1,0,0,1,0,1,2,2
762,0,1,0,0,1,0,2,0,2
763,0,1,0,0,1,0,2,1,2
764,0,1,0,0,1,0,2,2,2
765,0,1,0,0,1,1,0,0,2
766,0,1,0,0,1,1,0,1,2
767,0,1,0,0,1,1,0,2,2
768,0,1,0,0,1,1,1,0,2
769,0,1,0,0,1,1,1,1,2
770,0,1,0,0,1,1,1,2,2
771,0,1,0,0,1,1,2,0,2
772,0,1,0,0,1,1,2,1,2
773,0,1,0,0,1,1,2,2,2
774,0,1,0,0,1,2,0,0,2
775,0,1,0,0,1,2,0,1,2
776,0,1,0,0,1,2,0,2,2
777,0,1,0,0,1,2,1,0,2
778,0,1,0,0,1,2,1,1,2
779,0,1,0,0,1,2,1,2,2
780,0,1,0,0,1,2,2,0,2
781,0,1,0,0,1,2,2,1,2
782,0,1,0,0,1,2,2,2,2
783,0,1,0,0,2,0,0,0,2
784,0,1,0,0,2,0,0,1,2
785,0,1,0,0,2,0,0,2,2
786,0,1,0,0,2,0,1,0,2
787,0,1,0,0,2,0,1,1,2
788,0,1,0,0,2,0,1,2,2
789,0,1,0,0,2,0,2,0,2
790,0,1,0,0,2,0,2,1,2
791,0,1,0,0,2,0,2,2,2
792,0,1,0,0,2,1,0,0,2
793,0,1,0,0,2,1,0,1,2
794,0,1,0,0,2,1,0,2,2
795,0,1,0,0,2,1,1,0,2
796,0,1,0,0,2,1,1,1,2
797,0,1,0,0,2,1,1,2,2
798,0,1,0,0,2,1,2,0,2
799,0,1,0,0,2,1,2,1,2
800,0,1,0,0,2,1,2,2,2
801,0,1,0,0,2,2,0,0,2
802,0,1,0,0,2,2,0,1,2
803,0,1,0,0,2,2,0,2,2
804,0,1,0,0,2,2,1,0,2
805,0,1,0,0,2,2,1,1,2
806,0,1,0,0,2,2,1,2,2
807,0,1,0,0,2,2,2,0,2
808,0,1,0,0,2,2,2,1,2
809,0,1,0,0,2,2,2,2,2
810,0,1,0,1,0,0,0,0,2
811,0,1,0,1,0,0,0,1,2
812,0,1,0,1,0,0,0,2,2
813,0,1,0,1,0,0,1,0,2
814,0,1,0,1,0,0,1,1,2
815,0,1,0,1,0,0,1,2,2
816,0,1,0,1,0,0,2,0,2
817,0,1,0,1,0,0,2,1,2
818,0,1,0,1,0,0,2,2,2
819,0,1,0,1,0,1,0,0,2
820,0,1,0,1,0,1,0,1,2
821,0,1,0,1,0,1,0,2,2
822,0,1,0,1,0,1,1,0,2
823,0,1,0,1,0,1,1,1,2
824,0,1,0,1,0,1,1,2,2
825,0,1,0,1,0,1,2,0,2
826,0,1,0,1,0,1,2,1,2
827,0,1,0,1,0,1,2,2,2
828,0,1,0,1,0,2,0,0,2
829,0,1,0,1,0,2,0,1,2
830,0,1,0,1,0,2,0,2,2
831,0,1,0,1,0,2,1,0,2
832,0,1,0,1,0,2,1,1,2
833,0,1,0,1,0,2,1,2,2
834,0,1,0,1,0,2,2,0,2
835,0,1,0,1,0,2,2,1,2
836,0,1,0,1,0,2,2,2,2
837,0,1,0,1,1,0,0,0,2
838,0,1,0,1,1,0,0,1,2
839,0,1,0,1,1,0,0,2,2
840,0,1,0,1,1,0,1,0,2
841,0,1,0,1,1,0,1,1,2
842,0,1,0,1,1,0,1,2,2
843,0,1,0,1,1,0,2,0,2
844,0,1,0,1,1,0,2,1,2
845,0,1,0,1,1,0,2,2,2
846,0,1,0,1,1,1,0,0,2
847,0,1,0,1,1,1,0,1,2
848,0,1,0,1,1,1,0,2,2
849,0,1,0,1,1,1,1,0,2
850,0,1,0,1,1,1,1,1,2
851,0,1,0,1,1,1,1,2,2
852,0,1,0,1,1,1,2,0,2
853,0,1,0,1,1,1,2,1,2
854,0,1,0,1,1,1,2,2,2
855,0,1,0,1,1,2,0,0,2
856,0,1,0,1,1,2,0,1,2
857,0,1,0,1,1,2,0,2,2
858,0,1,0,1,1,2,1,0,2
859,0,1,0,1,1,2,1,1,2
860,0,1,0,1,1,2,1,2,2
861,0,1,0,1,1,2,2,0,2
862,0,1,0,1,1,2,2,1,2
863,0,1,0,1,1,2,2,2,2
864,0,1,0,1,2,0,0,0,2
865,0,1,0,1,2,0,0,1,2
866,0,1,0,1,2,0,0,2,2
867,0,1,0,1,2,0,1,0,2
868,0,1,0,1,2,0,1,1,2
869,0,1,0,1,2,0,1,2,2
870,0,1,0,1,2,0,2,0,2
871,0,1,0,1,2,0,2,1,2
872,0,1,0,1,2,0,2,2,2
873,0,1,0,1,2,1,0,0,2
874,0,1,0,1,2,1,0,1,2
875,0,1,0,1,2,1,0,2,2
876,0,1,0,1,2,1,1,0,2
877,0,1,0,1,2,1,1,1,2
878,0,1,0,1,2,1,1,2,2
879,0,1,0,1,2,1,2,0,2
880,0,1,0,1,2,1,2,1,2
881,0,1,0,1,2,1,2,2,2
882,0,1,0,1,2,2,0,0,2
883,0,1,0,1,2,2,0,1,2
884,0,1,0,1,2,2,0,2,2
885,0,1,0,1,2,2,1,0,2
886,0,1,0,1,2,2,1,1,2
887,0,1,0,1,2,2,1,2,2
888,0,1,0,1,2,2,2,0,2
889,0,1,0,1,2,2,2,1,2
890,0,1,0,1,2,2,2,2,2
891,0,1,0,2,0,0,0,0,4
892,0,1,0,2,0,0,0,1,2
893,0,1,0,2,0,0,0,2,2
894,0,1,0,2,0,0,1,0,4
895,0,1,0,2,0,0,1,1,2
896,0,1,0,2,0,0,1,2,2
897,0,1,0,2,0,0,2,0,4
898,0,1,0,2,0,0,2,1,2
899,0,1,0,2,0,0,2,2,2
900,0,1,0,2,0,1,0,0,2
901,0,1,0,2,0,1,0,1,2
902,0,1,0,2,0,1,0,2,2
903,0,1,0,2,0,1,1,0,2
904,0,1,0,2,0,1,1,1,2
905,0,1,0,2,0,1,1,2,2
906,0,1,0,2,0,1,2,0,2
907,0,1,0,2,0,1,2,1,2
908,0,1,0,2,0,1,2,2,2
909,0,1,0,2,0,2,0,0,2
910,0,1,0,2,0,2,0,1,2
911,0,1,0,2,0,2,0,2,2
912,0,1,0,2,0,2,1,0,2
913,0,1,0,2,0,2,1,1,2
914,0,1,0,2,0,2,1,2,2
915,0,1,0,2,0,2,2,0,2
916,0,1,0,2,0,2,2,1,2
917,0,1,0,2,0,2,2,2,2
918,0,1,0,2,1,0,0,0,2
919,0,1,0,2,1,0,0,1,2
920,0,1,0,2,1,0,0,2,2
921,0,1,0,2,1,0,1,0,2
922,0,1,0,2,1,0,1,1,2
923,0,1,0,2,1,0,1,2,2
924,0,1,0,2,1,0,2,0,2
925,0,1,0,2,1,0,2,1,2
926,0,1,0,2,1,0,2,2,2
927,0,1,0,2,1,1,0,0,2
928,0,1,0,2,1,1,0,1,2
929,0,1,0,2,1,1,0,2,2
930,0,1,0,2,1,1,1,0,2
931,0,1,0,2,1,1,1,1,2
932,0,1,0,2,1,1,1,2,2
933,0,1,0,2,1,1,2,0,2
934,0,1,0,2,1,1,2,1,2
935,0,1,0,2,1,1,2,2,2
936,0,1,0,2,1,2,0,0,2
937,0,1,0,2,1,2,0,1,2
938,0,1,0,2,1,2,0,2,2
939,0,1,0,2,1,2,1,0,2
940,0,1,0,2,1,2,1,1,2
941,0,1,0,2,1,2,1,2,2
942,0,1,0,2,1,2,2,0,2
943,0,1,0,2,1,2,2,1,2
944,0,1,0,2,1,2,2,2,2
945,0,1,0,2,2,0,0,0,2
946,0,1,0,2,2,0,0,1,2
947,0,1,0,2,2,0,0,2,2
948,0,1,0,2,2,0,1,0,2
949,0,1,0,2,2,0,1,1,2
950,0,1,0,2,2,0,1,2,2
951,0,1,0,2,2,0,2,0,2
952,0,1,0,2,2,0,2,1,2
953,0,1,0,2,2,0,2,2,2
954,0,1,0,2,2,1,0,0,2
955,0,1,0,2,2,1,0,1,2
956,0,1,0,2,2,1,0,2,2
957,0,1,0,2,2,1,1,0,2
958,0,1,0,2,2,1,1,1,2
959,0,1,0,2,2,1,1,2,2
960,0,1,0,2,2,1,2,0,2
961,0,1,0,2,2,1,2,1,2
962,0,1,0,2,2,1,2,2,2
963,0,1,0,2,2,2,0,0,2
964,0,1,0,2,2,2,0,1,2
965,0,1,0,2,2,2,0,2,2
966,0,1,0,2,2,2,1,0,2
967,0,1,0,2,2,2,1,1,2
968,0,1,0,2,2,2,1,2,2
969,0,1,0,2,2,2,2,0,2
970,0,1,0,2,2,2,2,1,2
971,0,1,0,2,2,2,2,2,2
972,0,1,1,0,0,0,0,0,3
973,0,1,1,0,0,0,0,1,3
974,0,1,1,0,0,0,0,2,3
975,0,1,1,0,0,0,1,0,3
976,0,1,1,0,0,0,1,1,3
977,0,1,1,0,0,0,1,2,3
978,0,1,1,0,0,0,2,0,3
979,0,1,1,0,0,0,2,1,3
980,0,1,1,0,0,0,2,2,3
981,0,1,1,0,0,1,0,0,0
982,0,1,1,0,0,1,0,1,0
983,0,1,1,0,0,1,0,2,0
984,0,1,1,0,0,1,1,0,0
985,0,1,1,0,0,1,1,1,0
986,0,1,1,0,0,1,1,2,0
987,0,1,1,0,0,1,2,0,0
988,0,1,1,0,0,1,2,1,0
989,0,1,1,0,0,1,2,2,0
990,0,1,1,0,0,2,0,0,0
991,0,1,1,0,0,2,0,1,0
992,0,1,1,0,0,2,0,2,0
993,0,1,1,0,0,2,1,0,0
994,0,1,1,0,0,2,1,1,0
995,0,1,1,0,0,2,1,2,0
996,0,1,1,0,0,2,2,0,0
997,0,1,1,0,0,2,2,1,0
998,0,1,1,0,0,2,2,2,0
999,0,1,1,0,1,0,0,0,2
1000,0,1,1,0,1,0,0,1,2
1001,0,1,1,0,1,0,0,2,2
1002,0,1,1,0,1,0,1,0,2
1003,0,1,1,0,1,0,1,1,2
1004,0,1,1,0,1,0,1,2,0
1005,0,1,1,0,1,0,2,0,2
1006,0,1,1,0,1,0,2,1,2
1007,0,1,1,0,1,0,2,2,0
1008,0,1,1,0,1,1,0,0,2
1009,0,1,1,0,1,1,0,1,2
1010,0,1,1,0,1,1,0,2,2
1011,0,1,1,0,1,1,1,0,2
1012,0,1,1,0,1,1,1,1,2
1013,0,1,1,0,1,1,1,2,2
1014,0,1,1,0,1,1,2,0,2
1015,0,1,1,0,1,1,2,1,2
1016,0,1,1,0,1,1,2,2,0
1017,0,1,1,0,1,2,0,0,2
1018,0,1,1,0,1,2,0,1,2
1019,0,1,1,0,1,2,0,2,2
1020,0,1,1,0,1,2,1,0,2
1021,0,1,1,0,1,2,1,1,2
1022,0,1,1,0,1,2,1,2,2
1023,0,1,1,0,1,2,2,0,2
1024,0,1,1,0,1,2,2,1,2
1025,0,1,1,0,1,2,2,2,2
1026,0,1,1,0,2,0,0,0,2
1027,0,1,1,0,2,0,0,1,2
1028,0,1,1,0,2,0,0,2,2
1029,0,1,1,0,2,0,1,0,2
1030,0,1,1,0,2,0,1,1,2
1031,0,1,1,0,2,0,1,2,2
1032,0,1,1,0,2,0,2,0,2
1033,0,1,1,0,2,0,2,1,2
1034,0,1,1,0,2,0,2,2,2
1035,0,1,1,0,2,1,0,0,2
1036,0,1,1,0,2,1,0,1,2
1037,0,1,1,0,2,1,0,2,2
1038,0,1,1,0,2,1,1,0,2
1039,0,1,1,0,2,1,1,1,2
1040,0,1,1,0,2,1,1,2,2
1041,0,1,1,0,2,1,2,0,2
1042,0,1,1,0,2,1,2,1,2
1043,0,1,1,0,2,1,2,2,2
1044,0,1,1,0,2,2,0,0,2
1045,0,1,1,0,2,2,0,1,2
1046,0,1,1,0,2,2,0,2,2
1047,0,1,1,0,2,2,1,0,2
1048,0,1,1,0,2,2,1,1,2
1049,0,1,1,0,2,2,1,2,2
1050,0,1,1,0,2,2,2,0,2
1051,0,1,1,0,2,2,2,1,2
1052,0,1,1,0,2,2,2,2,2
1053,0,1,1,1,0,0,0,0,2
1054,0,1,1,1,0,0,0,1,2
1055,0,1,1,1,0,0,0,2,2
1056,0,1,1,1,0,0,1,0,2
1057,0,1,1,1,0,0,1,1,2
1058,0,1,1,1,0,0,1,2,2
1059,0,1,1,1,0,0,2,0,2
1060,0,1,1,1,0,0,2,1,2
1061,0,1,1,1,0,0,2,2,2
1062,0,1,1,1,0,1,0,0,2
1063,0,1,1,1,0,1,0,1,2
1064,0,1,1,1,0,1,0,2,2
1065,0,1,1,1,0,1,1,0,2
1066,0,1,1,1,0,1,1,1,2
1067,0,1,1,1,0,1,1,2,2
1068,0,1,1,1,0,1,2,0,2
1069,0,1,1,1,0,1,2,1,2
1070,0,1,1,1,0,1,2,2,2
1071,0,1,1,1,0,2,0,0,2
1072,0,1,1,1,0,2,0,1,2
1073,0,1,1,1,0,2,0,2,2
1074,0,1,1,1,0,2,1,0,2
1075,0,1,1,1,0,2,1,1,2
1076,0,1,1,1,0,2,1,2,2
1077,0,1,1,1,0,2,2,0,2
1078,0,1,1,1,0,2,2,1,2
1079,0,1,1,1,0,2,2,2,2
1080,0,1,1,1,1,0,0,0,2
1081,0,1,1,1,1,0,0,1,2
1082,0,1,1,1,1,0,0,2,2
1083,0,1,1,1,1,0,1,0,2
1084,0,1,1,1,1,0,1,1,2
1085,0,1,1,1,1,0,1,2,2
1086,0,1,1,1,1,0,2,0,2
1087,0,1,1,1,1,0,2,1,2
1088,0,1,1,1,1,0,2,2,2
1089,0,1,1,1,1,1,0,0,2
1090,0,1,1,1,1,1,0,1,2
1091,0,1,1,1,1,1,0,2,2
1092,0,1,1,1,1,1,1,0,2
1093,0,1,1,1,1,1,1,1,2
1094,0,1,1,1,1,1,1,2,2
1095,0,1,1,1,1,1,2,0,2
1096,0,1,1,1,1,1,2,1,2
1097,0,1,1,1,1,1,2,2,2
1098,0,1,1,1,1,2,0,0,2
1099,0,1,1,1,1,2,0,1,2
1100,0,1,1,1,1,2,0,2,2
1101,0,1,1,1,1,2,1,0,2
1102,0,1,1,1,1,2,1,1,2
1103,0,1,1,1,1,2,1,2,2
1104,0,1,1,1,1,2,2,0,2
1105,0,1,1,1,1,2,2,1,2
1106,0,1,1,1,1,2,2,2,2
1107,0,1,1,1,2,0,0,0,2
1108,0,1,1,1,2,0,0,1,2
1109,0,1,1,1,2,0,0,2,2
1110,0,1,1,1,2,0,1,0,2
1111,0,1,1,1,2,0,1,1,2
1112,0,1,1,1,2,0,1,2,2
1113,0,1,1,1,2,0,2,0,2
1114,0,1,1,1,2,0,2,1,2
1115,0,1,1,1,2,0,2,2,2
1116,0,1,1,1,2,1,0,0,2
1117,0,1,1,1,2,1,0,1,2
1118,0,1,1,1,2,1,0,2,2
1119,0,1,1,1,2,1,1,0,2
1120,0,1,1,1,2,1,1,1,2
1121,0,1,1,1,2,1,1,2,2
1122,0,1,1,1,2,1,2,0,2
1123,0,1,1,1,2,1,2,1,2
1124,0,1,1,1,2,1,2,2,2
1125,0,1,1,1,2,2,0,0,2
1126,0,1,1,1,2,2,0,1,2
1127,0,1,1,1,2,2,0,2,2
1128,0,1,1,1,2,2,1,0,2
1129,0,1,1,1,2,2,1,1,2
1130,0,1,1,1,2,2,1,2,2
1131,0,1,1,1,2,2,2,0,2
1132,0,1,1,1,2,2,2,1,2
1133,0,1,1,1,2,2,2,2,2
1134,0,1,1,2,0,0,0,0,4
1135,0,1,1,2,0,0,0,1,4
1136,0,1,1,2,0,0,0,2,2
1137,0,1,1,2,0,0,1,0,4
1138,0,1,1,2,0,0,1,1,4
1139,0,1,1,2,0,0,1,2,2
1140,0,1,1,2,0,0,2,0,4
1141,0,1,1,2,0,0,2,1,4
1142,0,1,1,2,0,0,2,2,2
1143,0,1,1,2,0,1,0,0,4
1144,0,1,1,2,0,1,0,1,2
1145,0,1,1,2,0,1,0,2,2
1146,0,1,1,2,0,1,1,0,4
1147,0,1,1,2,0,1,1,1,2
1148,0,1,1,2,0,1,1,2,2
1149,0,1,1,2,0,1,2,0,4
1150,0,1,1,2,0,1,2,1,2
1151,0,1,1,2,0,1,2,2,2
1152,0,1,1,2,0,2,0,0,2
1153,0,1,1,2,0,2,0,1,2
1154,0,1,1,2,0,2,0,2,2
1155,0,1,1,2,0,2,1,0,2
1156,0,1,1,2,0,2,1,1,2
1157,0,1,1,2,0,2,1,2,2
1158,0,1,1,2,0,2,2,0,2
1159,0,1,1,2,0,2,2,1,2
1160,0,1,1,2,0,2,2,2,2
1161,0,1,1,2,1,0,0,0,4
1162,0,1,1,2,1,0,0,1,2
1163,0,1,1,2,1,0,0,2,2
1164,0,1,1,2,1,0,1,0,4
1165,0,1,1,2,1,0,1,1,2
1166,0,1,1,2,1,0,1,2,2
1167,0,1,1,2,1,0,2,0,4
1168,0,1,1,2,1,0,2,1,2
1169,0,1,1,2,1,0,2,2,2
1170,0,1,1,2,1,1,0,0,2
1171,0,1,1,2,1,1,0,1,2
1172,0,1,1,2,1,1,0,2,2
1173,0,1,1,2,1,1,1,0,2
1174,0,1,1,2,1,1,1,1,2
1175,0,1,1,2,1,1,1,2,2
1176,0,1,1,2,1,1,2,0,2
1177,0,1,1,2,1,1,2,1,2
1178,0,1,1,2,1,1,2,2,2
1179,0,1,1,2,1,2,0,0,2
1180,0,1,1,2,1,2,0,1,2
1181,0,1,1,2,1,2,0,2,2
1182,0,1,1,2,1,2,1,0,2
1183,0,1,1,2,1,2,1,1,2
1184,0,1,1,2,1,2,1,2,2
1185,0,1,1,2,1,2,2,0,2
1186,0,1,1,2,1,2,2,1,2
1187,0,1,1,2,1,2,2,2,2
1188,0,1,1,2,2,0,0,0,2
1189,0,1,1,2,2,0,0,1,2
1190,0,1,1,2,2,0,0,2,2
1191,0,1,1,2,2,0,1,0,4
1192,0,1,1,2,2,0,1,1,2
1193,0,1,1,2,2,0,1,2,2
1194,0,1,1,2,2,0,2,0,4
1195,0,1,1,2,2,0,2,1,2
1196,0,1,1,2,2,0,2,2,2
1197,0,1,1,2,2,1,0,0,2
1198,0,1,1,2,2,1,0,1,2
1199,0,1,1,2,2,1,0,2,2
1200,0,1,1,2,2,1,1,0,2
1201,0,1,1,2,2,1,1,1,2
1202,0,1,1,2,2,1,1,2,2
1203,0,1,1,2,2,1,2,0,2
1204,0,1,1,2,2,1,2,1,2
1205,0,1,1,2,2,1,2,2,2
1206,0,1,1,2,2,2,0,0,2
1207,0,1,1,2,2,2,0,1,2
1208,0,1,1,2,2,2,0,2,2
1209,0,1,1,2,2,2,1,0,2
1210,0,1,1,2,2,2,1,1,2
1211,0,1,1,2,2,2,1,2,2
1212,0,1,1,2,2,2,2,0,2
1213,0,1,1,2,2,2,2,1,2
1214,0,1,1,2,2,2,2,2,2
1215,0,1,2,0,0,0,0,0,3
1216,0,1,2,0,0,0,0,1,3
1217,0,1,2,0,0,0,0,2,3
1218,0,1,2,0,0,0,1,0,3
1219,0,1,2,0,0,0,1,1,3
1220,0,1,2,0,0,0,1,2,3
1221,0,1,2,0,0,0,2,0,3
1222,0,1,2,0,0,0,2,1,3
1223,0,1,2,0,0,0,2,2,3
1224,0,1,2,0,0,1,0,0,0
1225,0,1,2,0,0,1,0,1,0
1226,0,1,2,0,0,1,0,2,0
1227,0,1,2,0,0,1,1,0,0
1228,0,1,2,0,0,1,1,1,0
1229,0,1,2,0,0,1,1,2,0
1230,0,1,2,0,0,1,2,0,0
1231,0,1,2,0,0,1,2,1,0
1232,0,1,2,0,0,1,2,2,0
1233,0,1,2,0,0,2,0,0,0
1234,0,1,2,0,0,2,0,1,0
1235,0,1,2,0,0,2,0,2,0
1236,0,1,2,0,0,2,1,0,0
1237,0,1,2,0,0,2,1,1,0
1238,0,1,2,0,0,2,1,2,0
1239,0,1,2,0,0,2,2,0,0
1240,0,1,2,0,0,2,2,1,0
1241,0,1,2,0,0,2,2,2,0
1242,0,1,2,0,1,0,0,0,2
1243,0,1,2,0,1,0,0,1,2
1244,0,1,2,0,1,0,0,2,0
1245,0,1,2,0,1,0,1,0,2
1246,0,1,2,0,1,0,1,1,2
1247,0,1,2,0,1,0,1,2,0
1248,0,1,2,0,1,0,2,0,2
1249,0,1,2,0,1,0,2,1,0
1250,0,1,2,0,1,0,2,2,0
1251,0,1,2,0,1,1,0,0,2
1252,0,1,2,0,1,1,0,1,2
1253,0,1,2,0,1,1,0,2,0
1254,0,1,2,0,1,1,1,0,2
1255,0,1,2,0,1,1,1,1,2
1256,0,1,2,0,1,1,1,2,0
1257,0,1,2,0,1,1,2,0,2
1258,0,1,2,0,1,1,2,1,0
1259,0,1,2,0,1,1,2,2,0
1260,0,1,2,0,1,2,0,0,2
1261,0,1,2,0,1,2,0,1,2
1262,0,1,2,0,1,2,0,2,2
1263,0,1,2,0,1,2,1,0,2
1264,0,1,2,0,1,2,1,1,2
1265,0,1,2,0,1,2,1,2,0
1266,0,1,2,0,1,2,2,0,2
1267,0,1,2,0,1,2,2,1,2
1268,0,1,2,0,1,2,2,2,0
1269,0,1,2,0,2,0,0,0,2
1270,0,1,2,0,2,0,0,1,2
1271,0,1,2,0,2,0,0,2,2
1272,0,1,2,0,2,0,1,0,2
1273,0,1,2,0,2,0,1,1,2
1274,0,1,2,0,2,0,1,2,2
1275,0,1,2,0,2,0,2,0,2
1276,0,1,2,0,2,0,2,1,2
1277,0,1,2,0,2,0,2,2,2
1278,0,1,2,0,2,1,0,0,2
1279,0,1,2,0,2,1,0,1,2
1280,0,1,2,0,2,1,0,2,2
1281,0,1,2,0,2,1,1,0,2
1282,0,1,2,0,2,1,1,1,2
1283,0,1,2,0,2,1,1,2,2
1284,0,1,2,0,2,1,2,0,2
1285,0,1,2,0,2,1,2,1,2
1286,0,1,2,0,2,1,2,2,2
1287,0,1,2,0,2,2,0,0,2
1288,0,1,2,0,2,2,0,1,2
1289,0,1,2,0,2,2,0,2,2
1290,0,1,2,0,2,2,1,0,2
1291,0,1,2,0,2,2,1,1,2
1292,0,1,2,0,2,2,1,2,2
1293,0,1,2,0,2,2,2,0,2
1294,0,1,2,0,2,2,2,1,2
1295,0,1,2,0,2,2,2,2,2
1296,0,1,2,1,0,0,0,0,2
1297,0,1,2,1,0,0,0,1,2
1298,0,1,2,1,0,0,0,2,2
1299,0,1,2,1,0,0,1,0,2
1300,0,1,2,1,0,0,1,1,2
1301,0,1,2,1,0,0,1,2,2
1302,0,1,2,1,0,0,2,0,2
1303,0,1,2,1,0,0,2,1,2
1304,0,1,2,1,0,0,2,2,2
1305,0,1,2,1,0,1,0,0,2
1306,0,1,2,1,0,1,0,1,2
1307,0,1,2,1,0,1,0,2,2
1308,0,1,2,1,0,1,1,0,2
1309,0,1,2,1,0,1,1,1,2
1310,0,1,2,1,0,1,1,2,2
1311,0,1,2,1,0,1,2,0,2
1312,0,1,2,1,0,1,2,1,2
1313,0,1,2,1,0,1,2,2,2
1314,0,1,2,1,0,2,0,0,2
1315,0,1,2,1,0,2,0,1,2
1316,0,1,2,1,0,2,0,2,2
1317,0,1,2,1,0,2,1,0,2
1318,0,1,2,1,0,2,1,1,2
1319,0,1,2,1,0,2,1,2,2
1320,0,1,2,1,0,2,2,0,2
1321,0,1,2,1,0,2,2,1,2
1322,0,1,2,1,0,2,2,2,2
1323,0,1,2,1,1,0,0,0,2
1324,0,1,2,1,1,0,0,1,2
1325,0,1,2,1,1,0,0,2,2
1326,0,1,2,1,1,0,1,0,2
1327,0,1,2,1,1,0,1,1,2
1328,0,1,2,1,1,0,1,2,2
1329,0,1,2,1,1,0,2,0,2
1330,0,1,2,1,1,0,2,1,2
1331,0,1,2,1,1,0,2,2,2
1332,0,1,2,1,1,1,0,0,2
1333,0,1,2,1,1,1,0,1,2
1334,0,1,2,1,1,1,0,2,2
1335,0,1,2,1,1,1,1,0,2
1336,0,1,2,1,1,1,1,1,2
1337,0,1,2,1,1,1,1,2,2
1338,0,1,2,1,1,1,2,0,2
1339,0,1,2,1,1,1,2,1,2
1340,0,1,2,1,1,1,2,2,2
1341,0,1,2,1,1,2,0,0,2
1342,0,1,2,1,1,2,0,1,2
1343,0,1,2,1,1,2,0,2,2
1344,0,1,2,1,1,2,1,0,2
1345,0,1,2,1,1,2,1,1,2
1346,0,1,2,1,1,2,1,2,2
1347,0,1,2,1,1,2,2,0,2
1348,0,1,2,1,1,2,2,1,2
1349,0,1,2,1,1,2,2,2,2
1350,0,1,2,1,2,0,0,0,2
1351,0,1,2,1,2,0,0,1,2
1352,0,1,2,1,2,0,0,2,2
1353,0,1,2,1,2,0,1,0,2
